epoch,train_loss,val_loss,val_accuracy
1,5.500563859939575,4.989861011505127,21.153846153846153
2,4.446021556854248,4.841310977935791,21.153846153846153
3,4.145522117614746,4.996157646179199,23.076923076923077
4,3.768071413040161,5.1957855224609375,25.0
5,3.389806389808655,5.2507100105285645,25.0
6,2.96429979801178,5.322068214416504,26.923076923076923
7,2.684947967529297,5.776356220245361,26.923076923076923
8,2.18725049495697,5.861955642700195,26.923076923076923
9,1.8958218097686768,6.179507255554199,25.0
10,1.438338816165924,6.512537002563477,25.0
11,1.2257986664772034,7.209246635437012,25.0
12,1.0097947716712952,7.045929431915283,30.76923076923077
13,0.8749625086784363,7.927416801452637,25.0
14,0.7761706113815308,8.147665977478027,25.0
15,0.6173936426639557,8.626910209655762,23.076923076923077
16,0.5975055694580078,8.19625186920166,25.0
17,0.4994109869003296,8.834737777709961,23.076923076923077
18,0.4450145661830902,8.677995681762695,26.923076923076923
19,0.55801722407341,9.077959060668945,26.923076923076923
20,0.4045402854681015,9.309094429016113,25.0
21,0.4275144934654236,8.992730140686035,23.076923076923077
22,0.37791064381599426,9.684718132019043,25.0
23,0.2676751837134361,10.076987266540527,23.076923076923077
24,0.25720178335905075,9.55060863494873,25.0
25,0.2740769386291504,9.39419937133789,25.0
26,0.23268171399831772,9.80518627166748,23.076923076923077
27,0.2712138667702675,9.728802680969238,23.076923076923077
28,0.19989923387765884,9.54165267944336,23.076923076923077
29,0.1943085938692093,9.7424955368042,23.076923076923077
30,0.22915443405508995,10.014573097229004,23.076923076923077
31,0.13949009031057358,9.92447566986084,23.076923076923077
32,0.09178033843636513,9.96324634552002,26.923076923076923
33,0.13064615055918694,9.93289566040039,26.923076923076923
34,0.10833735764026642,10.024423599243164,25.0
35,0.08471797034144402,10.173641204833984,25.0
36,0.0637623555958271,10.322524070739746,23.076923076923077
37,0.08704095706343651,10.345179557800293,23.076923076923077
38,0.0723327286541462,10.23786735534668,23.076923076923077
39,0.06775576435029507,10.297163963317871,23.076923076923077
40,0.05383889190852642,10.390552520751953,25.0
41,0.04942391999065876,10.36943531036377,26.923076923076923
42,0.05910843797028065,10.46017837524414,25.0
43,0.05580781772732735,10.613966941833496,25.0
44,0.04851795732975006,10.704957962036133,23.076923076923077
45,0.03329809010028839,10.725381851196289,23.076923076923077
46,0.041307078674435616,10.702122688293457,23.076923076923077
47,0.03587374370545149,10.73318099975586,23.076923076923077
48,0.04672557767480612,10.707942008972168,23.076923076923077
49,0.03816293552517891,10.755995750427246,23.076923076923077
50,0.03209375962615013,10.771398544311523,25.0
51,0.03201812878251076,10.775090217590332,26.923076923076923
52,0.026912694796919823,10.82094669342041,25.0
53,0.030857111793011427,10.873889923095703,23.076923076923077
54,0.016495911637321115,10.91998291015625,25.0
55,0.023323004133999348,10.990275382995605,23.076923076923077
56,0.020045794546604156,11.041687965393066,23.076923076923077
57,0.016169890761375427,11.104328155517578,23.076923076923077
58,0.017302296590059996,11.119054794311523,23.076923076923077
59,0.011838405393064022,11.124571800231934,25.0
60,0.013100090203806758,11.133858680725098,25.0
61,0.010209534084424376,11.133749961853027,25.0
62,0.008072474971413612,11.111588478088379,25.0
63,0.013502890011295676,11.133051872253418,25.0
64,0.010829749284312129,11.15975570678711,26.923076923076923
65,0.00839453050866723,11.195870399475098,25.0
66,0.01277527678757906,11.20999526977539,25.0
67,0.009370395680889487,11.212897300720215,25.0
68,0.007332241861149669,11.26834774017334,26.923076923076923
69,0.007453771540895104,11.310789108276367,26.923076923076923
70,0.005698651308193803,11.34972095489502,26.923076923076923
71,0.0077543731313198805,11.385771751403809,26.923076923076923
72,0.00927944399882108,11.417511940002441,25.0
73,0.0068914685398340225,11.453350067138672,25.0
74,0.004536075284704566,11.492705345153809,25.0
75,0.005957488669082522,11.53535270690918,25.0
76,0.012202115263789892,11.554057121276855,25.0
77,0.0052559481700882316,11.542302131652832,25.0
78,0.00341943243984133,11.521788597106934,25.0
79,0.004930526949465275,11.498477935791016,25.0
80,0.0042441654950380325,11.476566314697266,26.923076923076923
81,0.0048804692924022675,11.464629173278809,26.923076923076923
82,0.005613570101559162,11.46683406829834,26.923076923076923
83,0.004744094097986817,11.481266975402832,26.923076923076923
84,0.003674291423521936,11.486629486083984,26.923076923076923
85,0.003762251930311322,11.51015853881836,25.0
86,0.0034718200331553817,11.545340538024902,25.0
87,0.003409578581340611,11.578593254089355,23.076923076923077
88,0.002883554669097066,11.606670379638672,23.076923076923077
89,0.003326771897263825,11.626766204833984,23.076923076923077
90,0.00240845832740888,11.631742477416992,25.0
91,0.0030099357245489955,11.641566276550293,25.0
92,0.002090297930408269,11.668058395385742,25.0
93,0.003670113568659872,11.67933177947998,26.923076923076923
94,0.003229748923331499,11.689233779907227,26.923076923076923
95,0.0023687712964601815,11.705031394958496,26.923076923076923
96,0.001983847701922059,11.721556663513184,25.0
97,0.0021980596939101815,11.741128921508789,25.0
98,0.0019049672409892082,11.764433860778809,25.0
99,0.0018352321931160986,11.746740341186523,25.0
100,0.0021303286775946617,11.765289306640625,25.0
101,0.0018283279496245086,11.776371955871582,25.0
102,0.0015634680166840553,11.78228759765625,25.0
103,0.001521716476418078,11.784399032592773,25.0
104,0.0017011143499985337,11.82541275024414,23.076923076923077
105,0.0017108445754274726,11.814339637756348,23.076923076923077
106,0.0016429933602921665,11.810150146484375,23.076923076923077
107,0.00190150854177773,11.808984756469727,25.0
